fomezero.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;null;null;null;1073518
gastospublicos.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;07/10/2016 10:56:36;07/10/2016 10:56:36;16167275
govbrasil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;26/08/2013 12:54:00;26/08/2013 12:54:00;11895959
juventude.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;17/10/2007 19:13:26;03/10/2011 20:09:30;3962921
maisbrasil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;11/10/2007 19:08:36;22/09/2014 17:06:58;3955204
minhacasaminhavida.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;08/04/2009 00:23:47;08/04/2009 00:23:47;5419701
nae.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;23/11/2005 12:17:24;28/02/2008 23:13:57;2478043
observatoriodegenero.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;22/01/2009 10:18:04;22/01/2009 10:18:04;5206019
odmbrasil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;21/05/2012 13:31:12;21/05/2012 13:31:12;9831924
pesquisademidia.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;07/12/2016 10:01:30;07/12/2016 10:01:30;16424434
planalto.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;16/04/1996 12:00:00;21/12/2016 20:21:47;6787
portosdobrasil.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;16/07/2007 13:37:21;null;3736210
ppi.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;07/10/2016 21:27:57;07/10/2016 21:27:57;16161706
presidencia.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;03/03/2000 13:28:22;19/09/2011 00:22:20;276235
presidenciadarepublica.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;11/05/2000 21:20:23;29/03/2006 18:27:45;337135
projetocrescer.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;15/08/2016 18:22:41;15/08/2016 18:22:41;15961256
prplanalto.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;13/11/2013 18:13:53;10/04/2015 22:04:19;12244593
reformadaprevidencia.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;02/12/2016 13:17:30;02/12/2016 13:17:30;16409586
regulacao.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;01/06/2009 19:37:13;01/06/2009 19:37:13;5602143
sae.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;09/10/1997 11:00:00;18/08/2016 20:10:39;62181
senad.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;29/10/1998 13:09:47;04/01/2012 13:47:35;123648
splp.gov.br;000.394.411/0001-09;PRESIDÊNCIA DA REPÚBLICA;Distrito Federal;Brasília;16/07/2007 13:37:22;16/07/2007 13:37:22;3746202
cbnb.gov.br;000.394.429/0023-16;TERCEIRO COMANDO AEREO REGIONAL;Rio de Janeiro;Rio de Janeiro;24/10/2005 16:34:04;20/08/2014 13:45:42;2392361
dac.gov.br;000.394.429/0043-60;DEPARTAMENTO DE AVIACAO CIVIL - DAC;Distrito Federal;Brasília;08/04/1997 12:00:00;11/09/2012 17:33:18;35808
brmcc.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;Rio de Janeiro;Rio de Janeiro;08/07/2005 20:03:00;08/07/2005 17:03:00;2215475
cernai.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;Rio de Janeiro;Rio de Janeiro;null;null;1735827
cgna.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;Rio de Janeiro;Rio de Janeiro;26/12/2001 18:40:12;14/09/2015 17:29:59;701713
dcea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;Rio de Janeiro;Rio de Janeiro;20/12/2001 19:59:27;24/01/2014 11:54:38;700710
decea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;Rio de Janeiro;Rio de Janeiro;26/12/2001 18:40:17;23/01/2017 14:51:51;705211
depv.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;Rio de Janeiro;Rio de Janeiro;20/03/2000 12:08:06;24/01/2014 11:55:16;284049
icea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;Rio de Janeiro;null;null;null;1463809
cindacta2.gov.br;000.394.429/0055-01;Segundo Centro Integrado de Contr. Trafego Aéreo;Paraná;Curitiba;28/07/2010 11:05:52;04/06/2014 00:30:59;7100525
pame.gov.br;000.394.429/0069-07;Parque de Material de Eletrônica da Aeronáutica;Rio de Janeiro;Rio de Janeiro;14/12/2004 12:24:14;23/03/2015 18:13:17;1924674
serac4.gov.br;000.394.429/0086-08;MAER QUARTO SERVIÇO REGIONAL DE AVIAÇÃO CIVIL;São Paulo;São Paulo;12/07/2005 16:00:47;30/11/2006 13:18:46;2228294
